212	-0.00931823 0.00706966 -0.00502849 0.00438251 0.00471832 0.00944732 -0.00674634 -0.00370994 0.000242366 0.00901981 -0.00433404 0.0078054 -0.00392579 0.00913082 0.00241594 0.00353772 -0.00746709 -0.00639472 -0.00588883 -0.000754 -0.00668656 0.00947653 0.00831498 -0.000847055 0.00669131 0.00971246 -0.00344319 -0.00551506 -0.00488694 -0.00226115 0.00909583 0.00376485 0.00596932 -0.00796646 0.00870839 0.00960779 0.0048399 0.00736599 -0.00771185 0.00940695 0.00398577 -0.00211021 -0.00471735 -0.00960981 0.00406967 -0.00742212 -0.00796463 0.0076474 0.00776414 0.00165067 
213	-0.0031617 -0.00146226 -0.00475602 -0.00266737 0.00321231 0.00464034 0.000632353 -0.00718766 0.00246132 -0.00824345 0.0045067 -0.00765225 -0.00331163 0.00641519 0.00989207 -0.00647085 -0.00356369 -0.00357684 0.00960454 -0.00309188 0.00815183 0.00344474 -0.00213482 -0.00683581 -0.00741587 0.00839011 -0.009954 -0.0063449 -0.00945655 -0.00894967 0.00619757 0.00736965 0.00274409 0.00669366 0.00901485 -0.0035485 0.00606311 -0.00730902 -0.000682023 0.0082786 0.00797208 -0.00164317 0.00457008 0.00688655 -0.00885389 0.002163 -0.00532099 -0.00725045 -0.00976879 0.00522086 
214	-0.00176102 0.00527422 0.00662 0.0044058 0.0019048 0.0010209 0.000120909 -0.00653252 0.00856228 -0.00130548 0.00834196 0.00269214 0.0077839 -0.00485993 0.00862388 -0.00406742 -0.00748964 -0.00291043 -0.00308144 0.00267747 0.00134167 0.00578836 0.00390592 -0.00536984 -6.0548e-05 -0.00246641 -0.00647431 -0.00185971 0.00789148 0.00102623 0.00422003 -0.00339769 0.00552051 0.00994515 -0.00402234 -0.000774691 -0.00953576 0.00213853 0.00191144 -0.000840312 -0.00191877 0.00574949 -0.00014093 -0.00967873 -0.00928407 0.000201676 -0.00670893 -0.00614962 0.000363172 0.00983714 
215	-0.00794461 -0.000154622 0.00171329 8.6478e-05 -0.00404284 0.00207423 0.00421142 -0.00959595 0.00223197 0.00103789 -0.00105511 -0.00828341 0.00797499 -0.00352237 0.00229958 0.00563319 -0.00723804 0.00593699 0.00642647 0.00519719 0.00535025 0.000763701 0.00318977 0.000770786 -0.000872549 0.00242077 -0.00665345 -0.00948654 0.00481256 0.00657927 -0.0052274 0.000627839 -0.00410686 0.0055542 -0.00435106 -0.00605838 0.00798038 -0.00153977 -0.0095844 0.00482896 0.000467108 -0.00234116 -0.00344286 0.0057115 -0.00238798 -0.00976246 -0.00949236 -0.00383114 -0.00263664 -0.000442344 
216	0.0076284 -0.00691892 0.00215853 -0.00402873 -0.00677976 -0.00870934 -0.00286509 -0.00624594 0.00961245 0.00886939 -0.00183606 0.00688094 0.00961104 -0.000692975 0.00726536 0.00230043 9.36586e-05 0.00626658 -0.00947758 -0.0090836 -0.0037637 0.00286027 -0.00900305 0.00400743 -0.00928168 0.000899853 0.00887981 -0.00162116 -7.83237e-05 -0.00447479 -0.000352451 -0.00945348 0.00208956 0.00697575 -3.09413e-05 -0.00623513 -0.00472292 -0.00963785 -0.00266326 -0.00394743 0.000891292 -0.00664658 0.00132954 0.004879 -0.00931903 0.00928858 0.00328797 -0.00198666 -0.00469102 0.00274038 
217	0.00781087 -0.0028344 -0.00470624 -0.00966788 0.00338851 -5.13446e-05 0.00466779 0.0043225 0.00888226 0.000225239 0.00985942 -0.00909897 -0.00882521 -0.00509901 0.00570923 0.00381996 0.00216826 0.00449317 -0.000688639 -0.00401143 -0.00731509 -0.00834494 0.00910843 -0.00382313 0.00514869 0.00189569 -0.00794524 0.00434822 0.00358468 -0.00540809 0.00844081 -0.00479436 0.00612206 -0.0016523 -0.00409159 -0.00687752 -0.00132254 0.000804945 -0.00821794 0.0064496 0.00867782 0.00962083 0.000417305 0.00433614 -0.00361408 0.00397742 -0.00119266 -0.00892713 0.00308407 0.00443374 
218	0.00690241 -0.00494396 -0.00605498 0.00146363 0.0051063 -0.00974058 0.00536695 -0.00498991 -0.00553782 0.00480719 -0.0010159 0.00496093 -0.00231873 -0.00963542 0.003501 0.00834914 -0.0046361 -0.000546884 0.004803 0.00700948 -0.000730103 0.00969841 0.0049837 0.0020583 0.00574233 0.00696302 0.00648875 0.00136585 0.0038293 0.00910264 -0.00927471 -0.00746608 0.0003016 -0.0079981 -0.00831873 0.000606778 -0.00361434 -0.00458972 0.00314297 0.0007285 0.00505287 -0.00993183 0.000555979 0.00056446 0.00670845 -0.00184601 -0.00220979 -0.00287379 -0.00223086 0.00188872 
219	0.00297347 -0.000437076 0.00721107 0.0071839 -0.00495537 0.0090273 -0.0073229 0.00694888 -0.00837426 0.00310245 0.00397725 -0.00770136 0.00940129 -0.00695558 -0.00349567 0.00644601 0.00675337 0.00773478 -0.000453444 0.00458616 0.00131861 0.0053277 -0.00727603 -0.00621949 6.86036e-05 -0.00469029 0.000811605 0.00552268 0.00128752 0.00821869 -0.00111013 0.000583204 -0.00525257 0.00909722 0.00566121 -0.00417995 -0.00684498 0.00232094 -0.00211342 -0.00307016 0.00305846 0.00451687 0.00785843 -0.00595487 0.00959295 0.00262401 0.00204269 -0.00776798 -0.00813254 0.00315025 
220	-0.00349513 0.00320032 -0.00836202 0.00278846 0.0076796 0.00906919 -0.00372354 -0.00476352 -0.00173346 -0.0059049 -0.005942 0.00330589 0.00665722 -0.00410345 0.00629589 -0.00824861 0.00759975 -0.000727718 -0.00788944 -0.0086866 0.00936935 0.00453355 0.00103343 0.00305974 0.00330484 -0.000938876 -0.00288346 0.00279138 0.00281686 0.00736611 -5.50835e-05 -0.00884744 -0.00917901 0.00249525 0.00724109 -0.00455573 -0.00934028 0.00962357 -0.00169801 -0.00213728 -0.00472959 0.00431375 -0.000813233 -0.00380754 0.00633695 -0.00881565 -0.0073047 0.00676782 -0.00476348 0.000276511 
221	-0.0046098 0.00602702 0.00482942 -0.00388921 -0.00352105 0.00656037 0.00642109 -0.00396133 0.00314761 -0.00792667 0.00616381 -0.00877108 0.00214863 0.00948977 0.00809477 -0.00792277 -0.00141763 -0.00379046 0.00125952 0.00605017 0.00609606 0.00833184 0.0080405 -0.00324911 0.00601476 0.00866014 -0.00299217 -0.00186726 3.92241e-05 0.000374982 0.00241919 -0.0060614 -0.00755056 -0.00940394 0.00268252 0.00508472 0.00517815 -0.00514138 -0.00767336 -0.00245731 -0.00461324 -0.00362372 0.00188519 0.007853 0.00568295 -0.00130463 -0.00265508 -0.00602658 0.00153437 -0.00782745 
222	0.00495184 -0.00579831 0.00279649 -0.00827121 -0.00284892 -0.00024177 0.00162527 0.000260102 0.00564323 0.000365732 -0.00517622 0.0015153 0.00269964 0.00168547 -0.00808091 -0.00861952 0.00836402 -0.00126396 -0.00321148 0.00641546 -0.00315902 0.0093407 -0.00938203 -0.00658763 -0.000729027 -0.000802883 -0.0013759 0.00957588 -0.00653943 0.00415388 0.0086238 -0.00299685 -0.0043555 0.00773172 -0.00394727 -0.00160636 -0.00771407 0.00768021 -0.000793234 -0.00345615 0.00565856 -0.00459336 0.00548878 0.00156329 0.00714526 0.00200578 0.00836366 -0.00216214 0.00220483 -0.00785245 
223	-0.00816386 -0.00858569 0.00698546 0.00473055 0.00355941 0.00337948 0.00544461 -0.00748967 -0.00605359 0.00879231 -0.00228652 -0.00579097 -0.0029068 0.00183497 -0.00163335 0.00360316 -0.00665197 0.00367028 -0.00231898 -0.000310241 0.00831582 0.00124767 -0.00276017 0.00680801 0.00728907 0.00986057 0.00405178 -0.00749213 -0.00783725 -0.00885287 0.00195517 -0.00783104 0.0033265 0.00222546 0.000562365 -0.00111054 -0.00502079 -0.000301809 0.00391857 -0.00760774 -0.00411048 -0.0086101 -0.00508425 -0.00830136 -0.00170179 0.00736064 0.00930708 -0.00240385 -0.00888466 -0.00811726 
224	-0.00134303 0.00427498 -0.00700825 0.00437065 -0.00784746 0.0058104 0.00921071 -0.00581444 0.00415055 0.00185091 -0.00365551 -0.00583688 -0.00796652 -0.00298547 0.0094359 0.00325938 0.00262833 0.00160938 0.00939089 -0.00261857 -0.00651454 0.00534659 -0.00432249 -0.00459004 0.00227806 0.00463658 0.00913709 0.00139998 -0.00905586 0.00295181 0.00289207 -0.00372896 0.00666221 0.00802723 -0.00726863 0.0030747 0.00431161 -0.00861056 0.00018573 0.00509597 -0.00908936 -0.00187717 -0.00830359 -0.00477475 9.249e-05 0.00851044 0.00907091 -0.00234902 0.0100162 -0.00296775 
225	-0.00755999 0.00419467 0.00443146 -0.00978706 0.0068274 0.00248114 0.00230654 0.00979476 0.00910908 -0.00656265 -0.0100596 0.00816838 6.66277e-05 -0.00543019 0.00327858 0.00765819 0.00299642 -0.0018634 -0.00932703 -0.00709014 -0.00299287 0.00439621 -0.000307384 0.0076044 -0.00348049 0.00415059 -0.00381213 -0.00803191 0.00381035 -0.000935227 -0.00352091 0.00344867 -0.00858543 0.00447993 0.00583971 0.00837091 0.00178183 0.0076677 -0.00672419 0.00652466 0.00699704 0.000232719 -0.00839665 -0.00242 0.00718014 -0.00455871 -0.00803313 -0.00604607 -0.00217851 -0.00345298 
226	0.00975991 0.00898315 -0.00791971 -0.000361913 0.00192332 0.00245508 -0.00225063 -0.0040335 0.00427342 0.00248037 -0.00871603 -0.00482221 -0.00217834 -0.00422506 0.00367703 0.00261924 0.00542 -0.0095387 0.00870495 -0.00866277 1.88193e-05 -0.00254281 0.00468957 0.00646967 -0.00320187 0.00160782 -0.0038199 0.00782172 -0.00138128 0.00449727 0.000209368 0.00659999 0.00816313 0.00473357 -0.00422935 -0.00852258 -0.00857232 0.0008353 -0.00668896 0.00748136 -0.00295158 0.00870178 0.00729925 -0.00863976 -0.00479477 -0.00343062 -0.00318186 0.000500755 -0.00939365 -0.00684481 
227	-0.00307946 -0.00610056 0.00462337 -0.00368262 -0.00719444 0.00825875 0.0025809 -0.00413447 -0.00613083 0.000984133 -0.00518125 0.006181 -0.00975228 -0.0032623 -0.00226681 -0.00450485 -0.003981 0.000450036 -0.00462402 -0.00549013 0.00179213 -0.00507357 -0.00384235 0.0010567 -0.00482586 -0.00273668 -0.00572579 0.0038424 -0.00645186 0.00718008 0.00721988 0.00131923 0.0101801 0.00644378 -0.00559687 -0.000634184 0.00293255 -0.00241465 -0.00244513 -0.00468471 0.00559504 -0.00410127 -0.000354543 0.00264762 0.00489601 0.000932679 -0.00181924 0.00156195 -0.00385059 0.00706177 
228	0.00237742 -0.00832434 -0.00596705 -0.00482936 -0.00376056 0.000504658 0.00535564 0.00919918 0.00233807 0.00287971 -0.00531818 -0.00442119 0.00210019 0.0100263 0.00585331 0.00696081 0.00504144 -0.00745296 -0.00781417 0.00825132 0.000511584 0.0063473 0.00335891 -0.00238193 -0.00748437 0.00986444 0.00615953 -0.00161411 0.00585628 -0.00489018 -0.00739329 0.00850479 0.00645231 0.0063049 0.00108296 0.00860754 0.000520054 -0.00296853 -0.00349042 -0.0071037 0.00526041 0.00542979 -0.00788788 0.0101165 0.000573368 -0.00200143 -0.00721447 -0.00712028 0.00427238 0.00571703 
229	0.0078293 0.0072306 -0.00981162 0.00411026 0.00625126 -0.00849184 -0.00235052 -0.000206994 0.00643393 0.00180321 0.00192804 0.00456721 -0.00651329 0.00625554 -0.00144105 -0.00096323 -0.000167284 0.00120602 -0.00818262 0.00740375 0.00412282 0.00799063 -0.0062231 -0.000376621 0.000179961 0.00875388 -0.00754678 -0.000913984 -0.00750634 0.00128752 -0.00472978 0.00142553 0.00187262 0.00380473 0.00994072 -0.00318994 0.00459543 -0.00194374 -0.00986499 0.00230806 -0.0046182 -0.0020812 0.00962278 0.00261754 0.00931963 0.00581837 0.00435279 -0.000769666 0.00898603 -0.00602229 
230	-0.00151444 -5.96326e-05 -0.00654093 -0.00322133 0.00814412 -0.00138803 -0.0039456 0.00332936 -9.32866e-05 -0.00839288 0.00267429 -0.00575489 0.00284325 -0.00088309 0.00445933 0.00240885 -0.00418457 0.00789266 0.000370027 -0.00540819 -0.000129318 -0.00332 -0.0095658 -0.00635261 -0.00883225 0.00153829 -0.00118065 0.00262384 -0.00350381 -0.00541327 -0.00524471 -0.00642676 -0.00525917 0.00791384 0.00646816 -0.00793508 0.00389432 -0.00738691 0.00369511 0.00350447 0.00590797 -0.00401124 0.00337457 0.00521032 -0.00348754 -0.00738441 0.00785944 -0.00931404 0.00549392 -0.00250316 
231	-0.00581247 0.003566 -0.00497647 -0.00253859 -0.00642474 -0.00968818 0.0034975 -0.00182321 0.00111981 -0.00655244 -0.00123522 0.00787772 0.00730224 0.00135305 0.00202229 -0.0074851 -0.00870101 9.70923e-05 0.00244209 -0.00173856 -0.000119178 -0.006171 -0.00807196 0.00816173 -0.00187937 0.0100313 -0.00451083 0.00354192 -0.00902916 0.00200776 -0.00635197 0.00896736 0.00499146 -0.00330794 -0.00918843 0.00819455 0.00242843 0.00681854 0.00154909 -0.00282986 0.000830999 -0.0081767 -0.00922863 0.000820504 -0.000613094 0.00672136 0.00392905 -0.00199729 0.00412101 0.00344868 
232	-0.00216013 -0.000530201 0.00702366 0.0012215 0.000823656 0.00972658 -0.00709798 -0.00263512 -0.00932487 0.0041269 -0.00632831 0.00571991 -0.00646719 -0.00983192 -0.00573905 0.00886349 -0.00258596 -0.00831453 -0.00632891 -0.00987504 -0.00942951 -0.000874446 0.000932555 -0.00266738 -0.00710514 0.0015112 -0.00907115 -0.00713242 -0.00735585 0.00346943 0.000750838 0.0059269 0.00553773 -0.00330385 0.00303324 -0.00825357 0.00109816 -0.00367497 -0.00180519 0.00310003 -0.00940892 0.00390751 -0.00816447 0.00397489 -0.00247297 -0.00423263 0.00250401 0.00782004 0.00255481 -0.00854374 
233	-0.00594374 -0.00791258 -0.00952556 -0.0097948 0.00840893 -0.00663596 -0.00461462 -0.00100416 0.00129976 0.0085994 0.00736243 -0.00158703 0.00734984 -0.000892189 0.00361842 0.00804676 0.00478457 -0.000935054 0.00053514 0.00552496 -0.00532132 -0.00494326 -0.00987281 -0.00540805 0.00409812 0.00136618 0.00985267 -0.00279456 0.00178063 0.00410069 -0.00418059 -0.00103331 -0.00168014 0.0064442 -0.0087529 -0.00563885 -0.00954849 0.00633768 -0.00562969 -0.00985437 -0.00680016 0.00234008 0.00161647 -0.00516738 0.00111008 -0.00334671 -0.00116887 0.00681329 -0.0034288 -0.00802801 
234	0.0043523 -0.00947877 -0.00288476 -0.00885142 0.0015218 0.000570296 -0.0079495 -0.00244157 0.00246409 -0.00259421 -0.00236438 0.00908168 0.00763407 -0.00309126 0.00741722 0.00288464 0.00198992 0.00757184 -0.000951612 -0.00411576 0.000940985 -0.00185615 0.00142638 -0.00604168 -0.000620476 0.00859428 0.00658278 0.00145964 -0.00401888 -0.0017847 0.00325604 0.00805788 0.00377209 0.00536956 0.00877303 0.00200629 0.00824295 -0.00830861 -0.00887047 0.00383376 0.00364805 0.00906581 0.00418395 0.00467173 -0.00630534 0.00780278 0.00520012 -0.00775018 0.00138928 -0.00945511 
235	0.00480768 -0.00190943 0.00828954 -0.00528262 -0.00536508 -0.00648596 -0.00849045 -0.00173505 -0.00376225 -0.000648284 0.00720757 0.0040784 -0.000219347 -0.0069777 0.00468886 0.00582098 0.00105316 0.003426 -0.00808814 -2.6361e-05 0.0080947 0.00434011 0.0068617 -0.00334073 0.00435463 0.00652947 -0.0023414 -0.00481056 0.00716336 -0.00639669 -0.0101072 -0.00774531 -0.00955413 0.000204972 -0.00368546 -0.00742688 -0.0018526 0.0008337 0.00452827 0.00258327 -0.00181188 0.00944137 -0.00235335 -0.00866607 0.00361747 0.00589483 0.0059835 -0.00237753 -0.00710901 -0.0074369 
236	-0.000925507 -0.00586893 -0.000584697 0.00210816 -0.00479287 -0.00823604 -0.000211026 -0.00743757 0.0024489 0.00838173 0.00542586 0.00315986 0.0050811 -0.00254996 -0.00193324 -0.00289616 0.0047907 -0.00671698 -0.00869701 -0.00173196 -0.00501638 -9.45564e-05 0.00171628 -0.00209949 -0.000456877 0.00928405 -0.00311154 -0.00665959 0.002746 0.00300769 0.00426427 0.00207794 -0.00453856 0.00886641 -0.00499589 0.00854266 -0.00771843 0.0058419 0.00540956 0.00284856 0.00310878 0.00187251 0.00970146 -0.00467995 -0.00672728 -0.00919372 -0.000625136 -0.00818379 -0.00265839 0.00196118 
237	-0.00799527 -0.004467 0.00820704 -0.00795159 -0.00881354 0.00367403 -0.00121795 0.00950683 0.00933488 0.00288397 0.00981887 -0.00844227 -0.0100215 0.00309499 -0.00172344 -0.00905842 -0.0061452 0.00841123 -0.0027813 0.00172367 -0.00867912 0.00343949 -0.00325556 0.00556915 -0.00769057 0.00657692 0.00227121 0.00319715 0.00403832 0.00892633 -0.00732707 0.00168015 0.00791755 -0.00228888 0.000951038 0.00331357 -0.000268963 0.0071819 -0.00205134 0.00895752 -0.00678401 -0.0038458 0.000849159 -0.0016885 -0.00448906 -0.00580882 0.000394253 -0.00742515 0.00708814 -0.0014576 
238	-0.0027467 0.00387898 -0.000249506 0.00184563 -0.00722015 -0.00774744 -0.00961797 0.00151146 0.00372728 0.00090609 -0.00672776 -0.00817498 -0.00505856 0.00873848 0.000792795 -0.00963173 -0.00419581 0.00319375 -0.00282571 0.00792286 -0.00806267 -0.00414624 -0.000915336 -0.00844175 -0.00936718 -0.00330297 -0.00827437 -0.00113072 -0.000859926 -0.00870203 -0.00513397 -0.00455246 0.00121421 0.00357397 -0.00904991 0.00247091 -0.00150828 0.00749594 0.00407685 -0.00359805 0.00807935 -0.00159109 -0.00888687 -0.00135023 0.00792815 0.00321766 0.00328461 0.00128228 0.00805197 -0.00613858 
239	0.00805586 0.00504037 -0.0026108 0.000936248 0.0030108 -0.00693118 0.00618441 -0.00150041 -0.00757937 0.00572871 0.00244282 -0.00790039 0.000961335 0.00990599 0.002557 -0.00215574 -0.00868449 0.00345381 -0.00766735 0.00739394 0.000880172 0.00834502 -0.00510316 0.00677911 -0.0087023 -0.00711697 -0.00404787 -0.00595464 -0.00458039 -0.000626504 -0.0054591 -0.00512569 -0.00218351 -0.00220003 -0.00557896 -2.76473e-05 -0.00505089 -0.00293047 0.00355104 -0.00286363 -0.007636 -0.00381208 -0.00471645 -0.000868574 -0.00175866 -0.00248848 0.00283841 0.00356329 0.00921697 0.00185001 
240	-0.00937795 -0.00730102 -0.00112707 0.00117756 -0.00815049 0.00419575 -0.00264601 0.000122389 -0.00568293 0.00240577 0.00930066 -0.00418238 0.0045929 0.000444602 0.00131964 -0.00650445 -0.00137456 0.00404724 0.00943086 0.00953074 -0.00244059 -0.00906673 -0.000805002 0.0102722 0.00861692 0.00169155 -0.00336785 -0.00719414 0.00174848 -0.00541493 0.00891898 -0.00856278 -0.00643349 -0.00822631 0.00352931 -0.00388719 0.000857257 0.00698985 -0.00916676 0.00215831 0.00970229 0.00798821 0.00305722 0.00288211 -0.00283237 -0.00334293 0.00644266 0.001015 -0.00327865 -0.00178895 
241	0.00299703 0.00523877 -0.00341951 0.00870485 -0.00476917 -0.00801435 -0.00440696 0.00905883 -0.00698994 0.00730573 -0.00877335 0.00931149 0.00770456 0.00513909 -0.00266229 -0.00839287 -0.000539424 0.00469434 0.00871115 -0.0073809 -0.00252545 0.00175348 0.00269214 0.00317218 -0.00431818 -0.00422118 -0.00964042 0.00165356 -0.00925742 0.00220455 -0.00334498 -0.00416112 -0.00964878 -0.000452623 0.000641942 0.00206542 -0.00221149 -0.00527661 -0.000160156 -0.00287439 -0.0018383 -0.00229047 -0.000971566 -0.00810877 -0.00549276 0.00382784 -0.00523978 -0.00594951 0.00958984 0.00216082 
242	0.00920601 0.00826243 0.00333927 0.00464955 0.00748226 0.000318406 -0.00246018 0.00680268 -0.00253484 -0.00809327 -0.00709087 -0.00068209 -0.00665105 0.00163906 0.00402426 0.00424579 0.00158489 0.00898929 0.00669214 0.0071798 0.00278756 0.00709247 0.00820468 0.00133845 0.00641133 -0.00225576 0.00017137 0.00546026 -0.0076255 -0.00194653 0.0081412 -0.00533392 -0.00833907 3.66941e-05 -0.00174689 -0.00527502 -0.00272936 0.00476142 -0.00011262 -0.000761489 -0.00508929 -0.00954711 -0.00845116 0.00176471 -0.00212056 -0.00901512 -0.00249892 -0.00213161 0.00519653 -0.00513916 
243	-0.00919218 -0.00793908 -0.00836368 -0.00614576 0.00972348 0.00879246 0.00755595 -0.00836846 0.00614767 0.0014981 -0.0098229 -0.00677835 -0.00946248 0.000318202 -0.00802376 0.00953011 -0.00462617 0.00478336 0.00884114 0.00232541 -0.00822731 0.00259807 0.00923481 -0.00757497 -0.00346891 -0.0063914 -0.00131322 -0.00791581 -0.000203519 0.00523529 -0.00402105 0.00796659 -0.00867785 -0.000577323 -0.00703018 0.00353918 0.00351724 0.00585283 0.00841376 -0.00897674 0.0019408 -0.00868187 0.00564684 0.00956599 0.00663486 0.00020942 -0.00566388 0.00655054 -0.00782224 0.00988009 
244	-0.00276505 -0.000412444 -0.00223653 -0.00607033 0.00161165 0.00266606 -0.00685854 0.00366221 0.00236439 -0.00439322 -0.00538812 -0.00667449 -0.00865665 0.0058036 0.00541581 -0.00374291 0.00963703 -0.0073507 0.00655767 0.00319842 0.00963261 -0.00678778 -0.00491263 0.0068981 0.00149182 -0.00592743 -0.00899881 -0.00710033 0.00388555 -0.00881692 -0.00403883 -0.000366909 -0.0057419 -0.00792902 0.00303042 -0.00998424 0.00572579 -0.00889922 0.00836954 -0.00517656 -0.00503327 0.00982393 -0.00196578 0.00463188 -0.00991217 -0.00358832 0.00644239 -0.00722139 -0.00519079 -0.00612067 
245	0.00203613 0.00219364 0.00577187 0.00527198 -0.00402794 -0.00345471 -0.00967565 -0.00909659 -0.00910595 0.00448981 0.00366728 0.00694334 -0.00263714 0.00316084 -0.00915286 0.00256059 -0.00634463 0.00430518 0.00474633 -0.000769311 -0.00165549 0.00579369 -0.00898405 0.00391554 -0.00621127 -0.00909781 -0.000621744 -0.00620223 0.00874218 0.00237735 0.00404874 0.00160903 -0.00931282 0.00828448 -0.000399393 -0.00885411 -0.0036435 -0.00471556 -0.0025835 -0.00755046 0.00170702 0.00333045 0.00603637 -0.00394057 -0.00740661 -0.00853542 0.00485119 -0.00687358 0.00612691 -0.00966213 
246	0.00910601 0.00933953 -0.00153258 0.00552129 0.00943537 -0.000317603 -0.00456799 0.00130288 0.00815388 0.00543413 -0.00347056 -0.00435433 -0.00250078 -0.00526287 0.00934595 -0.0077367 0.00719439 0.00063805 0.00864034 -0.0080962 -0.00700291 -0.00152345 0.00729902 -0.00955195 -0.00263408 0.00621718 -0.00915415 -0.00991555 0.00992084 -0.000907988 -0.0098749 -0.00114553 -0.00414686 -0.00152665 -0.00661997 0.00355064 0.00673603 0.00353906 0.00913541 0.00835383 -0.000385706 -0.00441079 -0.00681602 0.00470638 0.00721592 0.00585626 -0.00862788 0.00110009 8.46551e-05 0.00376972 
247	0.00436694 -0.00205665 0.00483713 -0.00772258 -0.000506903 -0.00200139 0.00750714 -0.00597923 -0.00338438 -0.001686 -0.00935211 -0.00092415 -0.00174191 -0.00547285 0.00942342 0.000554102 0.000373853 0.00608123 0.00623306 -0.00254815 -0.00797879 0.00984811 0.00932233 0.00245558 -0.00926834 -0.00985356 -0.00966933 -0.00613607 -0.0049243 0.00948119 0.00708243 0.00979179 -0.00610869 0.000807145 0.00293138 -0.00543552 0.0085245 0.000509921 -0.00919985 -0.000811788 -0.00829987 0.0088694 -0.00244692 -0.00122681 0.00249531 -0.00239239 -0.00495723 0.00817452 -2.10053e-05 0.00900494 
248	-0.00734042 0.00141808 -0.00663274 0.000464097 -0.00242455 0.00966304 -0.00434439 -0.00912907 0.000640662 -0.00871611 0.00173496 0.00134976 -0.00863645 -0.00329078 -0.00909488 -0.0094114 0.00513367 0.00239682 0.00874508 0.00369812 -0.00671903 -0.00831326 0.00527427 -0.0064647 0.00406034 0.00298931 0.0096831 0.00367585 0.00314444 0.00116774 0.00892952 5.39099e-05 -0.00623444 -0.00777785 -0.00770736 0.0100898 -0.00909828 -0.00566865 -0.00473025 -0.00440917 -0.00371611 0.00873174 -0.000437667 -0.00911961 0.000393731 -0.00555144 -0.00781735 0.0021883 -0.00214737 -0.00523784 
249	-0.0051429 -0.00735111 0.00851767 -0.00551724 -0.00397381 -0.00431696 -0.00602788 -0.00487124 0.00210252 -0.00643048 -0.00953607 0.00849428 -0.00128327 -0.00330888 0.00546839 0.00911566 0.00716066 -0.00993749 -0.00926765 -0.00308561 0.0030957 0.00286646 -0.000844348 -0.00608305 0.00279257 -0.00163859 -0.00421696 -0.00665853 -0.00349771 -0.00334482 -0.00899595 -0.0075984 -0.00157938 0.00816412 -0.00768059 -0.00536483 -0.00563312 0.000376472 0.00648281 -0.00293057 0.0085667 0.00808908 0.00275818 0.00155209 -0.0026727 -0.00170134 0.00864548 0.00861611 -0.00185629 0.00227322 
250	-0.00100128 -0.00365363 -0.00174369 0.00502109 0.00113733 0.00822262 -0.00117281 -0.00270707 0.00183841 -0.00834733 0.0062024 0.00927884 0.000606484 0.00340118 -0.00463098 0.00944008 0.00399397 -0.00474728 0.00313542 -0.00368113 0.000784156 0.0089679 -0.00562601 0.0077224 -0.00714137 -0.00676153 0.0058281 -0.000246977 0.00185855 -0.0029137 0.00479755 0.00476991 0.00629108 -0.00964626 0.00961459 0.00343014 -0.0019295 -0.00129048 0.00633585 -0.00661215 -0.000646941 0.00370068 0.00892182 -0.00253949 0.00531694 0.00799631 0.00208401 0.00143545 -0.0024032 -0.00910913 
251	0.00981072 0.0026625 0.00549168 0.0027743 0.00985471 0.00411736 -0.0039003 0.0055884 0.0091492 -0.00526021 -0.00200681 0.00240243 7.39372e-05 0.000935886 -0.00624066 0.00487578 0.00136654 -0.00466057 -0.00284747 2.26553e-05 -0.00876122 -0.00649378 -0.00232428 0.00377761 -0.00583168 -0.00535391 0.00367594 0.00182736 -0.00915099 6.2463e-05 -0.00401658 0.000577736 0.00301033 0.00353089 0.00576586 0.00868197 -0.00794865 -0.00572833 0.00164608 0.00674267 0.00679327 0.00229757 -0.00577771 0.0060885 -0.0090752 -0.00549672 0.00552356 0.00208064 -0.00530491 -0.00657513 
252	0.000353937 -0.00472686 0.00909549 -0.00797379 -0.00503687 -0.00586764 0.0058041 0.00310768 -0.00421635 -7.40064e-05 0.00309241 0.00887935 0.00790032 -0.00470533 -0.00777486 0.00441938 0.000581118 0.00410215 0.00299904 -0.00803437 -0.00746293 0.00712766 -0.00685696 -0.00624077 -0.00179773 0.0012799 -0.000264723 -0.00736562 -0.00233549 0.00528993 -0.00609948 -0.00705635 0.00966785 0.00875887 0.00606957 0.0054561 8.22695e-05 -0.00753267 0.00873272 0.00194342 0.00628499 -0.00552615 0.0035943 0.00688832 -0.00506503 -0.00835104 0.000687778 -0.00179026 0.00532611 0.00711657 
253	0.00337223 -0.000309877 -0.00180966 -0.00610574 -0.00792566 -0.00530771 -0.00617145 0.00569351 -0.00753266 -0.00332275 -0.00144053 0.0014704 -0.00666568 -0.00484667 0.00879414 0.00846772 0.000919558 -0.00673799 -0.00960289 -0.00656705 0.000888253 -0.0020526 0.00548676 -0.00469106 -0.0100242 0.00966009 -0.004866 -0.0062536 -0.00490706 -0.00711432 0.00927489 0.00493864 -0.00337506 0.00353707 -0.00752187 0.00504109 0.00870524 0.00219873 -0.0083134 -0.00622687 0.00419068 -0.00368035 -0.00932162 0.0098661 0.00680697 -0.00264402 0.00470401 -0.00650168 -0.000885358 0.000769613 
