20	0.0037529 -0.00956503 0.00646002 0.00735856 0.00751639 0.00581922 0.00271285 0.00302263 -0.00715288 -0.0058135 0.00740511 -0.00280391 -0.00916321 0.00840477 0.00770035 0.00326069 -0.00229054 0.000391228 -0.00123397 -0.000105184 0.00322528 0.00596722 -0.0036181 -0.00421005 0.000325909 -0.00365097 -0.00179654 -0.00868539 -0.000939485 -0.00397141 0.00817831 0.00240506 -0.00358565 -0.00418866 -0.00174767 -0.00585673 -0.00563049 -0.00250764 0.00223194 -0.000157805 -0.00173741 -0.00189885 0.000223823 0.00250298 0.0078942 -0.00528574 0.00470383 0.00621672 -0.0078641 -0.00131151 
21	0.00867591 0.00232295 -0.00988889 -0.00504247 -0.00933139 -0.00196321 -0.00218391 -0.00271614 0.00516765 -0.00909197 0.00726704 0.00704026 0.00637209 0.00554666 0.00646713 0.00275875 -0.00967396 -0.00468207 -0.00466815 0.0087326 0.00711721 -0.00203297 -0.00647091 0.00260566 0.00310489 0.00202256 -0.0065474 -0.00460791 -0.0076492 0.00722441 0.0093766 -0.000753274 -0.00488784 0.0101836 0.000464482 0.00571282 -0.00369442 0.0078747 0.00743572 0.00393567 -0.00470721 0.00629964 0.00593647 -0.00297192 0.00367612 0.00834995 0.00861241 -0.00164241 0.00954551 -0.0008532 
22	0.000272554 0.00894816 -0.00971829 -0.0097699 -9.40201e-05 -0.00480793 -0.00797508 -0.00748033 -0.00203108 1.20013e-05 -0.00453849 -0.00176451 0.00417992 0.00741787 0.0032807 -0.0057152 0.000950764 -0.00405228 0.00853468 0.00532098 -0.00920646 0.00481779 0.00267864 -0.00427043 0.00805276 -0.00967726 -0.00442705 0.00445562 -0.00879183 0.00200723 -0.0041521 -0.0089426 0.00797625 0.000130102 0.00564795 0.00392584 -0.00773147 0.00409997 -0.000259235 0.000463909 0.00745976 -0.004608 -0.00476741 0.00924802 0.00760433 0.00267076 0.00641888 0.00224708 -0.00297808 0.00235667 
23	0.00759352 -0.00512535 0.00225049 -0.00815864 -0.000543893 -0.00764157 0.00450971 -0.00114471 0.004384 0.00608689 -0.00846722 -0.00665644 -0.00411062 -0.00565994 0.00489154 0.000709087 0.0066561 -0.00901108 0.00900596 -0.00285804 0.0100219 -0.00074238 0.000207104 -0.00507398 -0.00326943 0.0046707 -0.00819576 0.0084659 -0.00143524 -3.19509e-05 -0.0032187 0.00356481 0.00943549 0.00602332 0.00197469 -0.00754493 0.00202945 0.0100121 -0.0063006 0.00750523 0.00704673 0.00285764 0.00855522 0.0105099 0.00765654 0.00883704 -0.00189283 0.00468804 -0.00630611 0.00721604 
24	0.00129184 0.00434884 -0.00123293 -0.00429768 0.00814559 -0.00690198 0.00441734 -0.00370653 -0.00847246 0.00771043 -0.00139359 0.00827792 -0.00465708 0.0080436 -0.00741162 0.00282553 -0.0027798 0.00447029 -0.00108489 0.00617887 -0.00732444 -0.00110909 -0.00965204 -0.00353985 -0.00627951 -0.00987719 0.00919961 0.00425907 -0.000565977 -0.00960757 0.000642308 0.00804643 0.00108335 0.00811756 -0.00936389 0.00940537 -0.00962295 -0.00378649 0.00961242 -0.00118567 -0.00715925 0.00676192 -0.00600164 -0.000184264 0.00580548 -0.00692558 0.00570216 0.00442145 0.00207664 -0.00143619 
25	0.00455821 -0.00593575 -0.00998289 0.00531624 0.00490198 -0.00817744 -0.00171521 0.00712359 0.00329406 0.00736844 0.0097252 -0.0036405 0.007308 0.00115473 0.00372676 0.00353813 -0.00606641 -0.0102287 -0.00570922 0.00649147 0.00364309 -0.00422121 -0.00504253 0.00713927 -0.00441977 -0.00426758 -0.00889817 0.00603521 0.00276902 0.00343385 -0.00139579 -0.00879823 0.00714374 0.00233904 0.00801466 -0.00747768 0.00570936 -0.00433341 -0.00150113 0.00667258 -0.000972388 -0.00678114 0.00451333 -0.00885234 -0.00927341 -0.000762655 -0.0085789 0.00439626 0.00933242 0.00750823 
26	0.00013581 0.00948041 -0.00420537 0.00643542 0.00021054 -0.00885227 0.00534983 -0.00407281 0.00679437 -0.00307036 -0.00523839 0.00710513 0.00870992 -0.00574794 0.000462066 -0.00376847 0.00880191 -0.00433936 0.00648682 -0.009414 -0.00938822 -0.00315039 -0.00166296 -0.00583174 0.00915494 0.00963882 0.00748556 -0.00766771 -0.00528753 -0.00897557 0.0085302 -0.0091379 0.00607081 -0.00285046 0.00494109 -0.00026607 0.00357907 0.00288694 0.00425899 -0.0066142 -0.000641137 -0.00509998 -0.00990345 -0.00234864 0.00817118 -0.00349801 0.00641628 -0.00121731 -0.00409102 0.00626773 
27	-0.000224971 -0.00461053 -0.00277161 0.00655316 -0.00465223 -0.00475814 -0.00732821 0.00661389 0.00863632 0.00218569 0.00432686 0.000485064 0.00523331 -0.00356051 0.00616294 0.00922519 -0.000668945 -0.003835 -0.00285214 -0.00123706 0.00982634 -0.000214029 -0.00754065 0.00328087 -0.0018813 0.00145705 0.00451295 0.00147668 -0.000422895 0.00157548 0.00519816 -0.002182 -0.000337999 -0.00917961 -0.00416422 0.00428274 0.00629993 0.00578053 0.00135924 0.00492171 0.00219451 0.00693371 -0.00281872 -0.00724666 0.00454974 -0.000941743 0.00191691 0.00403047 0.00207162 -0.00817193 
28	-0.00859532 -0.00475784 -0.00973334 0.00377487 -0.000764803 0.00122523 -0.00658205 0.00367106 0.00680999 0.00649267 0.00432098 -0.00324749 -0.00862126 0.00249137 -0.00544663 0.00584732 0.00682457 0.00633785 -0.00482693 -0.00858196 -0.000746465 0.00262133 -0.00710205 0.0074086 0.00857162 0.00312886 0.00892215 0.00748359 -0.00964636 -0.00450321 0.00892097 0.00704337 0.00869004 -0.00843276 0.00949702 -0.000117524 -0.00212836 0.000201951 -0.00363251 -0.00934991 -0.00378741 0.00256575 -0.00694883 -0.00337505 0.000847345 0.00364486 0.00832193 -0.0101343 -0.00930772 -0.00048329 
29	-0.00547859 0.00266904 0.00325123 -0.000504439 0.00281029 0.00331403 0.00767239 0.00102666 -0.00935047 -0.00412894 -0.00252275 0.00228281 0.00883253 -0.00521515 -0.00683605 -0.000227831 0.00611839 0.00517336 -0.00981772 0.00150534 0.00513594 0.0101203 0.00615085 -0.00579512 0.0086532 0.00788717 0.00117343 0.00714081 0.00384264 -0.00870634 0.00891729 -0.00380514 0.00200029 -0.0057229 0.00186098 -0.00370532 0.00117739 -0.00909948 -0.00902789 -0.00375905 -0.00912386 -0.00692776 -0.00630392 -0.000901339 0.00578297 0.000553515 -0.00624319 -0.00148082 -0.00148056 0.00169134 
30	-0.00735673 0.00819505 -0.00321896 -0.00462363 0.00819003 0.008117 -0.00239389 -0.0023023 -0.00962995 -0.00233535 -0.00977906 0.00283752 -0.00416436 0.00986784 0.00983517 0.0079015 -0.0024097 -0.000373226 0.0063193 -0.00548415 -0.00121553 -0.0063465 0.00409288 -0.00131024 -0.00471924 -0.00262684 -0.00537203 0.00554656 -0.00411278 -0.000388559 -0.00990725 -0.00554586 0.00428855 0.00718993 0.00451822 0.00928959 0.00603704 -0.0003234 0.00874647 -0.00170957 0.00195166 0.00302057 0.000381722 -0.00941307 -0.00211099 0.00937979 0.00325559 -0.00680233 0.00535371 0.00967625 
31	0.000439325 0.00602602 0.0008129 0.00227316 0.00767171 -0.00685147 0.0024571 0.00192828 0.00380316 -0.000195356 -0.00654536 -0.00694113 0.00070509 -0.00588064 -0.00219255 0.00362999 0.00643483 -0.010036 7.18262e-05 0.00658797 0.00576395 -0.000912787 0.0038731 -0.00669909 -0.00619195 0.00310371 0.00256082 -0.000690277 -0.00459777 -0.0048609 -0.00934533 0.00411227 0.00654191 -5.70042e-05 -0.00536095 -0.00192798 0.00754263 -0.00964889 0.00646112 -0.00631892 0.00744507 0.00530153 0.00599083 -0.00945298 0.00248645 0.00407906 -0.0015036 -0.00387776 0.00739691 -0.0015046 
32	-0.00452678 0.0027247 0.00370258 0.00849741 -0.0068171 -0.00625643 -0.00455751 0.0089015 0.00873194 0.005223 -0.00523054 -0.00107543 0.00533944 -0.0090442 -0.00120075 -0.00161979 0.00927625 0.00019371 -0.00286336 -0.00199435 0.00278479 -0.00202917 -0.00817768 -0.00708338 -0.00741233 0.00421709 0.00975079 0.00705516 0.00818597 0.0065282 0.00135496 -0.00949221 0.00788624 0.00360724 -0.00139579 -0.00729455 -0.00827261 0.00465027 -0.00278958 -0.0018094 0.00684784 -0.00614173 -0.000166143 0.00933316 0.00438345 -0.00363388 -0.00563273 0.00913977 -0.00420563 0.00734376 
33	-0.00455679 0.00497748 -0.00373978 -0.00311194 -0.00144568 0.0089296 0.00234666 -0.00405335 0.00552406 0.00211742 -0.00677403 -0.0075813 0.00777901 0.00155995 0.00100636 0.0100766 0.00193011 -0.00212709 -0.00908017 -0.00310654 0.00327165 -0.00513023 -0.00936809 -0.00263159 -0.00734556 -0.000695476 0.00923014 -0.00574877 0.0097112 -0.00872943 -0.00202664 0.00506276 -0.00309551 -0.00144438 -0.00822626 0.000737739 0.000220272 0.0043892 -0.00990897 0.00552051 -0.00467249 -0.00358696 -0.00971177 0.00865451 0.00409525 -0.00499111 0.00832688 -0.00785678 0.00189099 -0.000531098 
34	0.00318906 -0.0055558 0.00764196 -0.00816621 -0.00634678 -0.00512801 0.00556329 -0.00120362 -0.00810615 0.00763559 0.00609468 0.00177792 -0.00470301 0.00294224 -0.00292512 -0.00368518 -0.00164887 0.00835402 -0.00143984 -0.0051844 0.00662476 0.00964449 0.00837591 0.00100068 8.44885e-05 0.00271635 -0.00272735 0.00722505 0.00296904 -0.00158905 -0.00518745 -0.00549227 -0.00535272 -0.00311644 -0.00459483 0.00612752 0.00531844 -0.00833017 0.00419827 -0.00622584 -0.00456808 -0.00295823 0.00664237 -0.00188393 -0.00981067 0.00731655 0.000668009 -0.00284511 0.00378755 0.00070315 
35	-0.000708911 0.00359517 -0.00315747 -0.00702551 -0.00789399 -0.0098937 -0.000620753 -0.00333393 0.00545497 0.00677215 0.00785533 0.00156274 0.00705295 0.00149696 -0.0086379 0.0058228 -0.00786774 0.000112864 -0.00216745 -0.0075006 0.00540834 0.00511838 -0.00521277 -0.00921484 0.00475377 -0.00783868 -0.00594256 -0.00149701 0.00156178 -0.000565059 -0.00114638 -0.00887302 0.00193194 0.0060755 0.00786894 0.00935981 0.00364396 0.00155229 -0.00772326 1.93647e-05 0.00392542 0.00538239 0.00707884 0.00773229 0.00592624 0.00920557 0.00842923 0.0062183 -0.00129652 -0.0100441 
36	-0.00203503 -0.00502904 0.00636771 0.00594912 -0.00160625 -0.00534488 -0.00963829 0.00119375 0.00909433 0.0060048 -0.00925003 -0.00241739 0.00613944 -0.00317984 -0.00217351 0.00853045 0.00592478 -0.00629052 -0.00811325 -0.0044459 -0.0049157 -0.00975609 0.00537124 -0.00743931 -0.00314101 0.00590444 0.00279915 -0.00406226 0.00658186 -0.00388289 0.0079475 0.00514778 0.00689796 0.00892091 0.00653965 0.0042547 0.00130058 -0.00219186 0.00680126 -0.00942388 -0.0068566 0.00123505 -0.00324889 0.00354094 -0.00184025 0.00236084 0.00351884 0.00487669 0.00919815 -0.00137426 
37	-0.00868136 3.49096e-05 0.00207757 -0.00642704 -0.00443977 -0.00949097 0.00797953 0.00778302 -0.00212499 -0.000404282 -0.00111724 -0.0077594 -0.00868853 -0.00164574 -0.00118138 -0.00160524 0.00659504 -0.002226 -0.00306137 -0.00682074 -0.00481437 -0.00492027 0.00595014 -0.00546253 0.00214272 0.00464181 0.0044558 -0.00650936 -0.00528683 0.00603506 -0.00329873 0.00438597 0.00873286 -0.00210043 -0.00553334 -0.00884532 0.00939692 0.00874143 -0.00456236 -0.00904708 -0.000215405 0.00286168 -0.0047636 -0.00459339 -0.00982537 0.00350088 0.00124308 -0.00784283 0.000914454 -0.00549077 
38	0.00215468 -0.0102061 -0.00749171 -0.00390458 -0.00109197 0.00120729 0.00820869 0.00490597 -0.00543914 0.00452034 0.000168425 0.0071056 0.00670261 -0.00856203 -0.00171151 0.00745922 0.00491284 0.0030347 -0.00544875 -0.0013529 0.000513576 -0.00215143 0.00415002 -0.00698816 -0.00897637 -0.0057184 -0.00851272 -0.0048948 0.00438708 0.00797031 0.00854293 -0.00771208 0.000647769 0.00504548 -0.00503622 0.0081101 0.00251124 0.00690252 -0.00164969 -0.000609563 0.00366611 0.00878503 0.00981984 0.00825201 -0.00238216 0.000210468 0.00852883 0.00622797 -0.00878245 0.00170358 
39	0.000997597 0.00342898 0.00764493 0.00291817 -0.000866143 -0.00981193 0.00887514 0.00745427 -0.00561603 -0.00585843 0.00767247 -0.00371789 0.00885564 -0.000611124 -0.00685794 0.00703658 0.00334923 -0.00797272 0.0100164 -0.00385522 0.00862402 0.00250967 0.00574626 0.00659819 -0.000815545 0.00538513 0.00454281 -0.00309751 0.00271268 -0.00489387 -0.00569311 0.00717531 -0.00784628 -0.00689732 -0.00480283 0.00823693 -0.00673905 -0.00287379 0.00217952 0.00132696 0.00196183 0.00449738 -0.00526742 0.00575297 0.00231458 -0.00298351 -0.000986365 0.000225366 -0.00122963 -0.00917698 
40	-0.006715 0.00667483 -0.00162985 0.00445401 -0.00218432 0.00755747 -0.00746808 0.00817077 -0.00802907 -0.0038923 0.00452827 0.00199251 -0.00703321 -0.00242398 0.00919199 0.00733102 -0.00238965 0.00655826 -0.00205319 0.00376321 0.00511622 0.00559521 0.00530254 -0.00377192 -0.0093724 0.00940191 -0.00182543 0.00608067 0.00510285 0.00528403 -0.00688572 0.00581108 -0.00637399 0.00247791 -0.00908824 0.00570018 -0.00454994 0.00336794 0.00768597 -0.00717651 -0.00485632 -0.00874089 -0.00432378 0.00358086 -0.00183231 -0.00498906 -0.00326121 0.00734131 -0.00857219 0.00423958 
41	-0.00231537 -0.00744861 -0.00851221 -0.00382342 0.00384753 0.00858911 0.00640132 -0.00931055 -0.00187343 -0.0101373 -0.00850024 -0.0062809 0.0073745 -0.00209115 -0.0019382 0.0100117 0.00459282 8.45692e-05 -0.00905391 -0.00509745 0.00608252 0.00977438 -0.00235719 0.00316784 0.0043819 0.000832107 0.00368436 0.00238642 0.0088453 -0.00423744 0.0012643 -0.00261361 -0.0078624 0.00652207 0.00531146 0.000620568 0.00257967 -0.0030731 -0.00663676 0.00771495 0.00357505 -0.00977716 0.00444184 -0.00732807 -0.0011206 0.00498879 0.00392026 0.00393173 -0.000784088 -0.005138 
